"Codice Regione";"Regione";"Età";"Maschi";"Femmine"
"02";"Valle d'Aosta/Vallée d'Aoste";53;34;69
"02";"Valle d'Aosta/Vallée d'Aoste";54;36;72
"02";"Valle d'Aosta/Vallée d'Aoste";55;44;74
"02";"Valle d'Aosta/Vallée d'Aoste";56;26;61
"02";"Valle d'Aosta/Vallée d'Aoste";57;27;59
"02";"Valle d'Aosta/Vallée d'Aoste";58;31;68
"02";"Valle d'Aosta/Vallée d'Aoste";59;22;57
"02";"Valle d'Aosta/Vallée d'Aoste";60;17;49
"02";"Valle d'Aosta/Vallée d'Aoste";61;25;61
"02";"Valle d'Aosta/Vallée d'Aoste";62;24;57
"02";"Valle d'Aosta/Vallée d'Aoste";63;12;49
"02";"Valle d'Aosta/Vallée d'Aoste";64;15;60
"02";"Valle d'Aosta/Vallée d'Aoste";65;9;37
"02";"Valle d'Aosta/Vallée d'Aoste";66;13;44
"02";"Valle d'Aosta/Vallée d'Aoste";67;12;36
"02";"Valle d'Aosta/Vallée d'Aoste";68;17;32
"02";"Valle d'Aosta/Vallée d'Aoste";69;9;26
"02";"Valle d'Aosta/Vallée d'Aoste";70;19;22
"02";"Valle d'Aosta/Vallée d'Aoste";71;9;19
"02";"Valle d'Aosta/Vallée d'Aoste";72;10;25
"02";"Valle d'Aosta/Vallée d'Aoste";73;11;16
"02";"Valle d'Aosta/Vallée d'Aoste";74;15;12
"02";"Valle d'Aosta/Vallée d'Aoste";75;9;13
"02";"Valle d'Aosta/Vallée d'Aoste";76;6;11
"02";"Valle d'Aosta/Vallée d'Aoste";77;6;10
"02";"Valle d'Aosta/Vallée d'Aoste";78;6;9
"02";"Valle d'Aosta/Vallée d'Aoste";79;5;6
"02";"Valle d'Aosta/Vallée d'Aoste";80;4;10
"02";"Valle d'Aosta/Vallée d'Aoste";81;4;4
"02";"Valle d'Aosta/Vallée d'Aoste";82;3;7
"02";"Valle d'Aosta/Vallée d'Aoste";83;2;4
"02";"Valle d'Aosta/Vallée d'Aoste";84;4;5
"02";"Valle d'Aosta/Vallée d'Aoste";85;2;1
"02";"Valle d'Aosta/Vallée d'Aoste";86;3;4
"02";"Valle d'Aosta/Vallée d'Aoste";87;0;3
"02";"Valle d'Aosta/Vallée d'Aoste";88;1;3
"02";"Valle d'Aosta/Vallée d'Aoste";89;1;0
"02";"Valle d'Aosta/Vallée d'Aoste";90;1;2
"02";"Valle d'Aosta/Vallée d'Aoste";91;1;0
"02";"Valle d'Aosta/Vallée d'Aoste";92;0;1
"02";"Valle d'Aosta/Vallée d'Aoste";93;2;1
"02";"Valle d'Aosta/Vallée d'Aoste";94;0;0
"02";"Valle d'Aosta/Vallée d'Aoste";95;0;1
"02";"Valle d'Aosta/Vallée d'Aoste";96;0;1
"02";"Valle d'Aosta/Vallée d'Aoste";97;0;0
"02";"Valle d'Aosta/Vallée d'Aoste";98;0;1
"02";"Valle d'Aosta/Vallée d'Aoste";99;0;2
"02";"Valle d'Aosta/Vallée d'Aoste";100;0;0
"02";"Valle d'Aosta/Vallée d'Aoste";999;3612;4392
"05";"Veneto";0;3249;3132
"05";"Veneto";1;3037;2920
"05";"Veneto";2;3316;2996
"05";"Veneto";3;3249;3077
"05";"Veneto";4;3439;3211
"05";"Veneto";5;3543;3374
"05";"Veneto";6;3528;3140
"05";"Veneto";7;3410;3261
"05";"Veneto";8;3366;3244
"05";"Veneto";9;3351;3133
"05";"Veneto";10;3372;3017
"05";"Veneto";11;3133;2891
"05";"Veneto";12;3082;2782
"05";"Veneto";13;3068;2744
"05";"Veneto";14;2895;2770
"05";"Veneto";15;2745;2505
"05";"Veneto";16;2649;2443
"05";"Veneto";17;2599;2314
"05";"Veneto";18;2590;2236
"05";"Veneto";19;2112;1793
"05";"Veneto";20;2148;1766
"05";"Veneto";21;2589;2015
"05";"Veneto";22;2807;2322
"05";"Veneto";23;3323;2503
"05";"Veneto";24;3747;2845
"05";"Veneto";25;3951;3180
"05";"Veneto";26;4210;3290
"05";"Veneto";27;4188;3632
"05";"Veneto";28;4223;3869
"05";"Veneto";29;4168;4130
"05";"Veneto";30;4538;4443
"05";"Veneto";31;4437;4590
"05";"Veneto";32;4927;4818
"05";"Veneto";33;4976;5215
"05";"Veneto";34;5210;5647
"05";"Veneto";35;5376;5602
"05";"Veneto";36;5237;5705
"05";"Veneto";37;5172;5617
"05";"Veneto";38;5219;5525
"05";"Veneto";39;5165;5380
"05";"Veneto";40;5464;5397
"05";"Veneto";41;5299;5389
"05";"Veneto";42;5502;5322
"05";"Veneto";43;5173;5374
"05";"Veneto";44;5135;5183
"05";"Veneto";45;4824;5135
"05";"Veneto";46;4704;4901
"05";"Veneto";47;4588;4851
"05";"Veneto";48;4218;4510
"05";"Veneto";49;3836;4278
"05";"Veneto";50;3763;4232
"05";"Veneto";51;3493;4092
"05";"Veneto";52;3576;3926
"05";"Veneto";53;3401;3956
"05";"Veneto";54;3132;3908
"05";"Veneto";55;3019;3724
"05";"Veneto";56;2386;3143
"05";"Veneto";57;2258;2968
"05";"Veneto";58;2139;2983
"05";"Veneto";59;1917;2913
"05";"Veneto";60;1722;2797
"05";"Veneto";61;1475;2673
"05";"Veneto";62;1518;2583
"05";"Veneto";63;1280;2394
"05";"Veneto";64;1097;2178
"05";"Veneto";65;933;2104
"05";"Veneto";66;936;1876
"05";"Veneto";67;825;1591
"05";"Veneto";68;674;1379
"05";"Veneto";69;597;1169
"05";"Veneto";70;532;1056
"05";"Veneto";71;446;916
"05";"Veneto";72;416;834
"05";"Veneto";73;371;713
"05";"Veneto";74;287;622
"05";"Veneto";75;264;508
"05";"Veneto";76;194;397
"05";"Veneto";77;191;352
"05";"Veneto";78;160;343
"05";"Veneto";79;163;263
"05";"Veneto";80;157;324
"05";"Veneto";81;111;193
"05";"Veneto";82;120;253
"05";"Veneto";83;106;171
"05";"Veneto";84;103;168
"05";"Veneto";85;77;143
"05";"Veneto";86;70;131
"05";"Veneto";87;64;92
"05";"Veneto";88;42;93
"05";"Veneto";89;34;44
"05";"Veneto";90;23;63
"05";"Veneto";91;16;38
"05";"Veneto";92;12;39
"05";"Veneto";93;11;19
"05";"Veneto";94;15;12
"05";"Veneto";95;6;14
"05";"Veneto";96;5;10
"05";"Veneto";97;2;12
"05";"Veneto";98;0;3
"05";"Veneto";99;2;3
"05";"Veneto";100;3;13
"05";"Veneto";999;240231;253848
